Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
Oxxo Slim Fit Pants with Insert Pockets,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20221125/joQV/6380e161f997ddfdbd9e1af7/oxxo_orange_slim_fit_pants_with_insert_pockets.jpg,341,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-slim-fit-pants-with-insert-pockets/p/469291516_orange,orange,Women,
Wknd Tie & Dye Shift Dress,1899,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230601/orII/64781f63d55b7d0c632f8be1/wknd_green_tie_%26_dye_shift_dress.jpg,290,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/wknd-tie--dye-shift-dress/p/469356367_mint,mint,Women,
Penti Strappy One-Shoulder Top,1399,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20210820/msDR/611fc4daaeb269a26878ea35/penti_black_strappy_one-shoulder_top.jpg,236,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/penti-strappy-one-shoulder-top/p/460950502_black,black,Women,
Koton Crew-Neck T-Shirt with Elasticated Waist,1499,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230517/5tBX/6464c69bd55b7d0c63bd0c93/koton_grey_crew-neck_t-shirt_with_elasticated_waist.jpg,337,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/koton-crew-neck-t-shirt-with-elasticated-waist/p/469253259_lightbrown,lightbrown,Women,
Colin's Printed Relaxed Fit Round-Neck T-Shirt,2199,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230516/R3ek/64639f24d55b7d0c63b990ff/colin%27s_black_printed_relaxed_fit_round-neck_t-shirt.jpg,304,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/colin-s-printed-relaxed-fit-round-neck-t-shirt/p/469348249_green,green,Women,
Oxxo Tiered Skirt with Elasticated Drawstring Waist,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/nhE2/6380f0f5aeb269659cb66f19/oxxo_beige_tiered_skirt_with_elasticated_drawstring_waist.jpg,185,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-tiered-skirt-with-elasticated-drawstring-waist/p/469291230_beige,beige,Women,
Y-LONDON Floral Print Tiered Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/Qiek/6373bae8f997ddfdbd767fac/y-london_green_floral_print_tiered_dress.jpg,172,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-floral-print-tiered-dress/p/469371999_green,green,Women,
TRENDYOL Crew-Neck Cropped Sweatshirt with Drop Shoulders,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/X2Gr/646649bc42f9e729d797f62d/trendyol_purple_crew-neck_cropped_sweatshirt_with_drop_shoulders.jpg,226,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-crew-neck-cropped-sweatshirt-with-drop-shoulders/p/460817163_purple,purple,Women,
Colin's Slim Fit Shirt with Patch Pocket,1799,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230516/jCAs/6463974fd55b7d0c63b96317/colin%27s_blue_slim_fit_shirt_with_patch_pocket.jpg,371,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/colin-s-slim-fit-shirt-with-patch-pocket/p/469348149_blue,blue,Women,
Mavi Slim Fit Crew-Neck T-Shirt,1199,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20221012/QxET/6346dbaef997ddfdbd23c83a/mavi_blue_slim_fit_crew-neck_t-shirt.jpg,186,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-slim-fit-crew-neck-t-shirt/p/469224882_blue,blue,Women,
I Saw It First Gingham Checked Off-Shoulder Crop Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/VFB8/6465255842f9e729d793178a/i_saw_it_first_pink_gingham_checked_off-shoulder_crop_top.jpg,157,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-gingham-checked-off-shoulder-crop-top/p/469179634_pink,pink,Women,
LC Waikiki Round-Neck Top with Button Embellishment,1399,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/46ah/6380f258f997ddfdbd9ec2ac/lc_waikiki_off-white_round-neck_top_with_button_embellishment.jpg,209,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/lc-waikiki-round-neck-top-with-button-embellishment/p/469207807_offwhite,offwhite,Men,
Glamorous Floral Print High-Neck Crop Top,2499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/a3GP/65032977afa4cf41f5e52e26/glamorous_white_%26_blue_floral_print_high-neck_crop_top.jpg,272,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/glamorous-floral-print-high-neck-crop-top/p/460971932_printed,printed,Women,
Xint Striped Pants with Cuffed Hem,2799,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230914/Vory/65033afbafa4cf41f5e5fd90/xint_off_white_striped_pants_with_cuffed_hem.jpg,244,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/xint-striped-pants-with-cuffed-hem/p/469490361_yellowstripes,yellowstripes,Women,
LTB Crop V-Neck T-Shirt with Knot Accent,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230914/L1R6/65033878afa4cf41f5e5ee41/ltb_white_crop_v-neck_t-shirt_with_knot_accent.jpg,372,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/ltb-crop-v-neck-t-shirt-with-knot-accent/p/469359613_offwhite,offwhite,Women,
Na-kd Ribbed Open-Front Cardigan,2999,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/5lDD/6380eabbf997ddfdbd9e760b/na-kd_beige_ribbed_open-front_cardigan.jpg,197,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-open-front-cardigan/p/469293722_beige,beige,Women,
Oxxo Micro Print Scoop-Neck Pullover,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230519/5Nj1/6466880cd55b7d0c63c5ebaf/oxxo_black_micro_print_scoop-neck_pullover.jpg,273,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-micro-print-scoop-neck-pullover/p/469291333_black,black,Women,
Oxxo Printed Tiered Skirt with Smocked Waist,2199,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/szoK/6380ff76f997ddfdbd9f4d90/oxxo_blue_printed_tiered_skirt_with_smocked_waist.jpg,248,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-printed-tiered-skirt-with-smocked-waist/p/469291451_blue,blue,Women,
Na-kd Bodycon Dress with Cutout,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20220915/4vfK/63234052aeb269dbb38d52fa/na-kd_green_bodycon_dress_with_cutout.jpg,197,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-bodycon-dress-with-cutout/p/469276726_green,green,Women,
Oxxo Striped Palazzo with Insert Pocket,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/KuOH/64665c6d42f9e729d7989eb0/oxxo_beige_%26_white_striped_palazzo_with_insert_pocket.jpg,385,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-striped-palazzo-with-insert-pocket/p/469150973_beige,beige,Women,
TRENDYOL Round-Neck Shift Dress,1899,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230518/0spb/6466692dd55b7d0c63c5014a/trendyol_navy_blue_round-neck_shift_dress.jpg,288,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-round-neck-shift-dress/p/460848745_navyblue,navyblue,Women,
Oxxo Lightly Washed Slim Fit Distressed Jeans,2599,Clothing,Jeans & Jeggings,https://assets.ajio.com/medias/sys_master/root/20230518/CBL5/64664f6942f9e729d7981abf/oxxo_blue_lightly_washed_slim_fit_distressed_jeans.jpg,186,Stylish jeans with a comfortable fit and durable fabric — a wardrobe essential.,https://www.ajio.com/oxxo-lightly-washed-slim-fit-distressed-jeans/p/469291115_denim,denim,Women,
Oxxo A-line Skirt with High-Low Hem,1599,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/7b6G/6380f14ff997ddfdbd9eb550/oxxo_black_a-line_skirt_with_high-low_hem.jpg,210,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-a-line-skirt-with-high-low-hem/p/469291254_black,black,Women,
TERRANOVA Colourblock Hoodie with Ribbed Hems,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/NQ3L/64665c76d55b7d0c63c4a66c/terranova_ivory_%26_brown_colourblock_hoodie_with_ribbed_hems.jpg,193,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/terranova-colourblock-hoodie-with-ribbed-hems/p/469405429_ivory,ivory,Women,
TRENDYOL Ribbed Fitted Round-Neck Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/ZcPv/64666a0542f9e729d798ff02/trendyol_grey_ribbed_fitted_round-neck_top.jpg,345,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/trendyol-ribbed-fitted-round-neck-top/p/469305061_gray,gray,Women,
LC Waikiki Printed V-Neck Strappy Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230515/WWF7/6462554042f9e729d7873b4f/lc_waikiki_blue_printed_v-neck_strappy_top.jpg,349,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/lc-waikiki-printed-v-neck-strappy-top/p/469252713_blue,blue,Women,
Y-LONDON Ribbed Round-Neck Bodycon Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/sc16/6373c7ecf997ddfdbd76c96b/y-london_black_ribbed_round-neck_bodycon_dress.jpg,324,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-ribbed-round-neck-bodycon-dress/p/469371891_khaki,khaki,Women,
Glamorous Smocked Off-Shoulder Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/M7Mm/65032176afa4cf41f5e4ff5a/glamorous_orange_smocked_off-shoulder_top.jpg,169,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/glamorous-smocked-off-shoulder-top/p/460971850_red,red,Women,
Oxxo Printed Mid-Rise Skinny Fit Jeans,2599,Clothing,Jeans & Jeggings,https://assets.ajio.com/medias/sys_master/root/20221125/Zqfd/6380ff02f997ddfdbd9f48aa/oxxo_blue_printed_mid-rise_skinny_fit_jeans.jpg,193,Stylish jeans with a comfortable fit and durable fabric — a wardrobe essential.,https://www.ajio.com/oxxo-printed-mid-rise-skinny-fit-jeans/p/469291116_blue,blue,Women,
Oxxo Swiss-Dot Sharara with Half Zip-Closure,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230519/wRhV/6466810e42f9e729d799b350/oxxo_blue_swiss-dot_sharara_with_half_zip-closure.jpg,347,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-swiss-dot-sharara-with-half-zip-closure/p/469291245_blue,blue,Women,
Oxxo Strappy Off-Shoulder Pullover,1699,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20240319/fDUV/65f94ef816fd2c6e6a6a53bd/oxxo_cream_strappy_off-shoulder_pullover.jpg,260,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-strappy-off-shoulder-pullover/p/469291268_cream,cream,Women,
Colin's Tropical Print Sheath Dress,2099,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230516/Dnvp/6463b8f2d55b7d0c63ba3b24/colin%27s_white_tropical_print_sheath_dress.jpg,347,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/colin-s-tropical-print-sheath-dress/p/469348131_white,white,Women,
Mavi Micro Print Shirt Top,2999,Clothing,Tops & Tshirts,https://assets.ajio.com/medias/sys_master/root/20221012/OdTI/6346d6eff997ddfdbd23a080/mavi_multicoloured_micro_print_shirt_top.jpg,308,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-micro-print-shirt-top/p/469045609_purple,purple,Women,
Oxxo Pleat-Front Pants with Insert Pockets,2499,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/12d3/64663a31d55b7d0c63c3ad53/oxxo_peach_pleat-front_pants_with_insert_pockets.jpg,282,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-pleat-front-pants-with-insert-pockets/p/469151046_ltpink,ltpink,Women,
Koton Off-Shoulder A-line Dress with Ruffled Overlay,2799,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/Wm3k/6464c34842f9e729d7907e04/koton_mustard_off-shoulder_a-line_dress_with_ruffled_overlay.jpg,220,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-off-shoulder-a-line-dress-with-ruffled-overlay/p/460694237_mustard,mustard,Women,
Xint Ribbed Top with One-Shoulder,1299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/eE6z/65031ae6ddf7791519d86fc8/xint_blue_ribbed_top_with_one-shoulder.jpg,349,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-ribbed-top-with-one-shoulder/p/469490622_blue,blue,Women,
Oxxo Floral Print Flared Skirt,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20230518/vQIF/64665c5d42f9e729d7989ccb/oxxo_green_floral_print_flared_skirt.jpg,369,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-floral-print-flared-skirt/p/469291222_green,green,Women,
Xint Colourblock Strappy Sheath Dress,2199,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/EEc6/650336efafa4cf41f5e5e385/xint_champagne_gold_%26_white_colourblock_strappy_sheath_dress.jpg,319,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/xint-colourblock-strappy-sheath-dress/p/469490397_champagnewhite,champagnewhite,Women,
BRAVE SOUL Knitted Pullover with Ribbed Hems,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/Pzf5/6380dae5aeb269659cb5a682/brave_soul_orange_knitted_pullover_with_ribbed_hems.jpg,243,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/brave-soul-knitted-pullover-with-ribbed-hems/p/460975872_orange,orange,Women,
Koton V-Neck Bodycon Shimmer Dress,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/upAG/6464bf89d55b7d0c63bc9d5b/koton_black_v-neck_bodycon_shimmer_dress.jpg,273,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-v-neck-bodycon-shimmer-dress/p/469388735_black,black,Women,
Mavi Shirt with Patch Pocket,2599,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20220912/INbq/631f4911f997dd1f8df72a89/mavi_white_shirt_with_patch_pocket.jpg,344,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/mavi-shirt-with-patch-pocket/p/469187577_white,white,Women,
Y-LONDON Striped Sheath Dress with Insert Pockets,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221114/WktL/63727165aeb269659c8c307b/y-london_white_striped_sheath_dress_with_insert_pockets.jpg,322,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-striped-sheath-dress-with-insert-pockets/p/469371967_pinkoffwhite,pinkoffwhite,Women,
Mavi Women Typographic Print Fitted Round-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/aAMz/65e72f6405ac7d77bb9899a6/mavi_white_women_typographic_print_fitted_round-neck_t-shirt.jpg,231,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-women-typographic-print-fitted-round-neck-t-shirt/p/469608548_white,white,Men,
Colin's Striped Crew-Neck Pullover,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230516/eHR9/6463b17542f9e729d78d7927/colin%27s_multicoloured_striped_crew-neck_pullover.jpg,204,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/colin-s-striped-crew-neck-pullover/p/469348197_multicolor,multicolor,Women,
Na-kd V-Neck Skater Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/FCUU/646797df42f9e729d79d409f/na-kd_yellow_v-neck_skater_dress.jpg,314,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-v-neck-skater-dress/p/469188099_yellow,yellow,Women,
Na-kd Cable-Knit Off-Shoulder Pullover,2799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/HCXo/6380ef19f997ddfdbd9ea0c7/na-kd_green_cable-knit_off-shoulder_pullover.jpg,392,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-cable-knit-off-shoulder-pullover/p/469293756_lightgreen,lightgreen,Women,
Na-kd Halter Neck Crop Top,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/Z96p/6381015df997ddfdbd9f62aa/na-kd_green_halter_neck_crop_top.jpg,190,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-halter-neck-crop-top/p/469215207_green,green,Women,
Na-kd Strappy Bodycon Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/wEAj/6380dccaf997ddfdbd9df016/na-kd_white_strappy_bodycon_dress.jpg,150,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-strappy-bodycon-dress/p/469293963_white,white,Women,
Oxxo Ribbed Fitted Top with Cutout,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/kOcH/6381005daeb269659cb706ef/oxxo_yellow_ribbed_fitted_top_with_cutout.jpg,191,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-fitted-top-with-cutout/p/469291467_yellow,yellow,Women,
Y-LONDON Round-Neck Lace Bodycon Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221216/yZDI/639ca84baeb269659cf05658/y-london_pink_round-neck_lace_bodycon_dress.jpg,316,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-round-neck-lace-bodycon-dress/p/469371965_pinkoffwhite,pinkoffwhite,Women,
Oxxo Off-Shoulder Twist-Front Crop Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/GEL4/6380e1f0f997ddfdbd9e24b8/oxxo_rust_off-shoulder_twist-front_crop_top.jpg,316,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-off-shoulder-twist-front-crop-top/p/469291077_orange,orange,Women,
Y-LONDON Floral Print Wrap Dress with Insert Pocket,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/Wzbh/6373d0f6f997ddfdbd770417/y-london_pink_floral_print_wrap_dress_with_insert_pocket.jpg,355,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-floral-print-wrap-dress-with-insert-pocket/p/469372003_fuchsia,fuchsia,Women,
Na-kd Swiss-Dot A-line Dress with Belt,3099,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20220915/82SJ/63233ba6aeb269dbb38d2e08/na-kd_lilac_swiss-dot_a-line_dress_with_belt.jpg,277,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-swiss-dot-a-line-dress-with-belt/p/469276912_lilac,lilac,Women,
I Saw It First Button-Down Off-Shoulder Crop Top,1299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230110/Cye8/63bd82c1f997dd708efbe48a/i_saw_it_first_white_button-down_off-shoulder_crop_top.jpg,305,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-button-down-off-shoulder-crop-top/p/469291818_white,white,Women,
Na-kd Ribbed Open-Back Top,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230519/eYCW/64679caf42f9e729d79d5fdd/na-kd_white_ribbed_open-back_top.jpg,181,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-ribbed-open-back-top/p/469155533_offwhite,offwhite,Women,
LC Waikiki Ikat Print V-neck Playsuit,2599,Clothing,Jumpsuits &Playsuits,https://assets.ajio.com/medias/sys_master/root/20221125/SqM5/6380dd4daeb269659cb5bdee/lc_waikiki_multicolored_ikat_print_v-neck_playsuit.jpg,158,Premium quality Jumpsuits &Playsuits at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/lc-waikiki-ikat-print-v-neck-playsuit/p/469207647_ecru,ecru,Women,
Y-LONDON Shift Dress with Ruffles,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/h4JN/6373cf8ff997ddfdbd76fccb/y-london_green_shift_dress_with_ruffles.jpg,369,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-shift-dress-with-ruffles/p/469371943_mint,mint,Women,
I Saw It First Polka-Dots Print Off-Shoulder Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230615/2WKS/648afaf642f9e729d7444892/i_saw_it_first_red_%26_white_polka-dots_print_off-shoulder_dress.jpg,170,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/i-saw-it-first-polka-dots-print-off-shoulder-dress/p/469179652_red,red,Women,
Oxxo Straight Fit Flat-Front Trousers,2299,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20221125/1BRr/63810338aeb269659cb72284/oxxo_brown_straight_fit_flat-front_trousers.jpg,175,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-straight-fit-flat-front-trousers/p/469291111_brown,brown,Women,
Oxxo Pencil Skirt with Side Slit,1799,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/FOoP/6380e3d6aeb269659cb5f73c/oxxo_beige_pencil_skirt_with_side_slit.jpg,315,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-pencil-skirt-with-side-slit/p/469291076_cream,cream,Women,
Y-LONDON Bootcut Flat-Front Pants,3199,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20221116/qVjb/6373df86f997ddfdbd774f56/y-london_black_bootcut_flat-front_pants.jpg,245,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/y-london-bootcut-flat-front-pants/p/469371861_black,black,Women,
Oxxo V-neck Sleeveless A-line Dress,3799,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/QrZB/6380e62eaeb269659cb60d18/oxxo_black_v-neck_sleeveless_a-line_dress.jpg,151,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-v-neck-sleeveless-a-line-dress/p/469291334_black,black,Women,
Na-kd Ribbed V-Neck Cardigan with Pearl Accent,2799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230519/I2JE/646792cd42f9e729d79d23de/na-kd_lavender_ribbed_v-neck_cardigan_with_pearl_accent.jpg,296,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-v-neck-cardigan-with-pearl-accent/p/469293728_lilac,lilac,Women,
Oxxo Striped Fitted Twist-Front Crop Top,1599,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/aNN3/6380ee2bf997ddfdbd9e9a71/oxxo_purple_striped_fitted_twist-front_crop_top.jpg,345,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-striped-fitted-twist-front-crop-top/p/469291464_purple,purple,Women,
Barrels And Oil Typographic Print Crew-Neck Sweatshirt,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221226/yYKB/63a940acf997ddfdbdf636cb/barrels_and_oil_white_typographic_print_crew-neck_sweatshirt.jpg,232,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/barrels-and-oil-typographic-print-crew-neck-sweatshirt/p/469047873_ecru,ecru,Women,
TRENDYOL Placement Typographic Print Crew-Neck Sweatshirt,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/86Ic/61313badf997ddce89b8e6b5/trendyol_black_placement_typographic_print_crew-neck_sweatshirt.jpg,253,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-placement-typographic-print-crew-neck-sweatshirt/p/460996143_black,black,Men,
TRENDYOL Sweatshirt with Cuffed Sleeves,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/WLkb/6381015baeb269659cb7116b/trendyol_black_sweatshirt_with_cuffed_sleeves.jpg,226,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-sweatshirt-with-cuffed-sleeves/p/469277717_black,black,Women,
Y-LONDON Striped V-Neck Jumpsuit with Tie-Up,3299,Clothing,Jumpsuits &Playsuits,https://assets.ajio.com/medias/sys_master/root/20221115/eStJ/6373a3f4f997ddfdbd760105/y-london_beige_striped_v-neck_jumpsuit_with_tie-up.jpg,173,Premium quality Jumpsuits &Playsuits at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/y-london-striped-v-neck-jumpsuit-with-tie-up/p/469372067_beige,beige,Women,
Xint Pinted A-Line Dress with Front Tie-Up,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/Zl9K/65033ab6afa4cf41f5e5fc38/xint_beige_pinted_a-line_dress_with_front_tie-up.jpg,195,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/xint-pinted-a-line-dress-with-front-tie-up/p/469490387_beige,beige,Women,
TRENDYOL Graphic Print Hoodie with Kangaroo Pocket,2799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/S5wS/61314d00f997ddce89b91c42/trendyol_grey_graphic_print_hoodie_with_kangaroo_pocket.jpg,224,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-graphic-print-hoodie-with-kangaroo-pocket/p/460995889_gray,gray,Women,
